Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green,EXG_Mean_Image,EXGR_Mean_Image,GLI_Mean_Image,VARI_Mean_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh
106A_20211015,106A,20211015,10/15/2021,Soy,Fallow,118.9116221,-0.000843702,-0.163421193,-0.005129325,-0.050776282,-0.302734375,-0.7652343749999998,-0.34765625,-2.80859375
106B_20211015,106B,20211015,10/15/2021,Soy,Post,128.955195,0.068025394,-0.044813203,0.045074955,0.045807133,0.130859375,0.0363281250000002,0.08203125,-0.0859375
106C_20211015,106C,20211015,10/15/2021,Soy,Under,133.3579994,0.194626897,0.14800774,0.129954524,0.162879577,0.728515625,1.0277343750000003,0.12109375,0.041015625
107A_20211015,107A,20211015,10/15/2021,Oat,Fallow,127.3411785,-0.025817779,-0.198285765,-0.023144478,-0.073884872,-0.326171875,-0.7863281249999998,-0.35546875,-2.830078125
107B_20211015,107B,20211015,10/15/2021,Oat,Post,126.0089117,0.115407294,0.027244278,0.075769423,0.091624715,0.130859375,0.0574218750000004,0.08203125,-0.001953125
107C_20211015,107C,20211015,10/15/2021,Oat,Under,137.8553297,0.203092332,0.162347632,0.137405258,0.182356843,0.763671875,1.0699218750000004,0.17578125,0.0703125
108A_20211015,108A,20211015,10/15/2021,Oat,Fallow,115.6181505,-0.01775632,-0.22459429,-0.018295599,-0.111110102,-0.326171875,-0.8707031249999998,-0.35546875,-0.46875
108B_20211015,108B,20211015,10/15/2021,Oat,Post,133.1611664,0.087664066,-0.058766312,0.05810309,0.00122959,0.154296875,0.0363281250000002,0.09765625,-0.080078125
108C_20211015,108C,20211015,10/15/2021,Oat,Under,143.6071332,0.20866586,0.146792728,0.141507313,0.143791126,0.224609375,0.1207031250000001,0.13671875,-0.0078125
109A_20211015,109A,20211015,10/15/2021,Oat,Fallow,103.2023824,0.02297474,-0.20944106,0.006172699,-0.115731423,-0.302734375,-0.8917968749999998,-0.33984375,-0.42578125
109B_20211015,109B,20211015,10/15/2021,Oat,Post,127.3432009,0.114677481,-0.013148231,0.07492,0.024874639,0.201171875,0.0785156250000003,0.11328125,-0.078125
109C_20211015,109C,20211015,10/15/2021,Oat,Under,144.2245079,0.279229469,0.26703127,0.189299974,0.222810085,0.728515625,1.0277343750000003,0.26953125,0.1875
110A_20211015,110A,20211015,10/15/2021,Oat,Fallow,106.582611,0.017549008,-0.211543209,0.003991738,-0.112126184,-0.302734375,-0.8707031249999998,-0.33203125,-0.259765625
110B_20211015,110B,20211015,10/15/2021,Oat,Post,119.2235103,0.210023579,0.082509596,0.136974036,0.036710707,0.318359375,0.2050781250000002,0.17578125,0.00390625
110C_20211015,110C,20211015,10/15/2021,Oat,Under,123.1392374,0.442695113,0.467728954,0.284865194,0.23302545,0.740234375,1.0699218750000004,0.33203125,0.103515625
201A_20211015,201A,20211015,10/15/2021,Oat,Under,123.5108111,0.410101424,0.410268381,0.264644004,0.200478159,0.681640625,1.0066406250000004,0.30859375,0.1875
201B_20211015,201B,20211015,10/15/2021,Oat,Fallow,119.9401378,0.043818267,-0.142692713,0.023613246,-0.061154003,0.201171875,-0.8285156249999999,-0.32421875,-0.22265625
201C_20211015,201C,20211015,10/15/2021,Oat,Post,125.2448419,0.175001543,0.07328343,0.115150509,0.066291098,0.259765625,0.1628906250000004,0.14453125,-0.04296875
202A_20211015,202A,20211015,10/15/2021,Oat,Under,125.246297,0.519374074,0.576779214,0.332996039,0.268261598,0.763671875,1.1753906250000004,0.35546875,0.162109375
202B_20211015,202B,20211015,10/15/2021,Oat,Fallow,121.5592256,0.030853248,-0.184378447,0.014979656,-0.089318326,-0.279296875,-0.8496093749999998,-0.31640625,-0.306640625
202C_20211015,202C,20211015,10/15/2021,Oat,Post,119.7771414,0.189238329,0.055729697,0.123459882,0.022299326,0.306640625,0.2050781250000002,0.17578125,-0.017578125
203A_20211015,203A,20211015,10/15/2021,Soy,Under,139.0960213,0.208745675,0.145012328,0.140435955,0.134000414,0.236328125,0.1417968750000002,0.13671875,0.06640625
203B_20211015,203B,20211015,10/15/2021,Soy,Fallow,117.7655864,-0.002778641,-0.203025821,-0.00527548,-0.099712776,-0.279296875,-0.7863281249999998,-0.31640625,-0.166015625
203C_20211015,203C,20211015,10/15/2021,Soy,Post,135.097365,0.04390416,-0.116473735,0.027149604,-0.034315062,0.130859375,0.0152343750000001,0.08203125,-0.12109375
204A_20211015,204A,20211015,10/15/2021,Oat,Under,134.7823411,0.288168249,0.27658775,0.193349438,0.219466766,0.833984375,1.1964843750000005,0.41015625,0.1796875
204B_20211015,204B,20211015,10/15/2021,Oat,Fallow,127.5960629,-0.004534203,-0.190615071,-0.008028376,-0.076383925,-0.326171875,-0.8496093749999998,-0.34765625,-0.287109375
204C_20211015,204C,20211015,10/15/2021,Oat,Post,137.8298412,0.111434568,-0.002892255,0.074784656,0.04498415,0.166015625,0.0574218750000004,0.10546875,-0.0703125
205A_20211015,205A,20211015,10/15/2021,Oat,Under,134.2149373,0.131384372,0.024471612,0.08730531,0.061064757,0.142578125,0.0363281250000002,0.08984375,-0.087890625
205B_20211015,205B,20211015,10/15/2021,Oat,Fallow,117.0166413,-0.025507963,-0.276403982,-0.028116826,-0.146326446,-0.326171875,-0.9128906249999998,-0.34765625,-0.48046875
205C_20211015,205C,20211015,10/15/2021,Oat,Post,124.4656854,0.111475868,-0.027306863,0.070191708,0.008161758,0.224609375,0.0996093750000002,0.12109375,-0.046875
206A_20211015,206A,20211015,10/15/2021,Oat,Under,136.5963788,0.18215209,0.117916945,0.122709845,0.136864973,0.728515625,1.0488281250000002,0.10546875,0.05078125
206B_20211015,206B,20211015,10/15/2021,Oat,Fallow,118.1837482,0.015705062,-0.164225388,0.003393902,-0.067433625,-0.302734375,-0.8285156249999999,-0.33984375,-0.51953125
206C_20211015,206C,20211015,10/15/2021,Oat,Post,134.0899434,0.090928823,-0.0321765,0.058497694,0.02493983,0.166015625,0.0785156250000003,0.09765625,-0.130859375
207A_20211015,207A,20211015,10/15/2021,Oat,Under,130.5383352,0.19981028,0.142229016,0.132695687,0.139785615,0.775390625,1.1121093750000004,0.14453125,0.05078125
207B_20211015,207B,20211015,10/15/2021,Oat,Fallow,110.7432505,-0.027407112,-0.280865889,-0.029838652,-0.147351562,-0.326171875,-0.9128906249999998,-0.34765625,-0.3984375
207C_20211015,207C,20211015,10/15/2021,Oat,Post,107.8845012,0.127283524,-0.037164392,0.077740615,-0.018710107,0.283203125,0.1628906250000004,0.15234375,-0.138671875
208A_20211015,208A,20211015,10/15/2021,Oat,Under,126.4491574,0.415709259,0.410667865,0.269292581,0.193281196,0.470703125,0.4792968750000004,0.26953125,0.146484375
208B_20211015,208B,20211015,10/15/2021,Oat,Fallow,114.903564,0.068501699,-0.121516531,0.03999653,-0.056073569,0.318359375,-0.7863281249999998,-0.30078125,-0.166015625
208C_20211015,208C,20211015,10/15/2021,Oat,Post,119.3284228,0.195511373,0.075000762,0.125024043,0.03794889,0.376953125,0.3105468750000002,0.19140625,-0.08203125
209A_20211015,209A,20211015,10/15/2021,Oat,Under,112.545573,0.364152912,0.335391331,0.233973897,0.165430368,0.482421875,0.4792968750000004,0.26171875,0.134765625
209B_20211015,209B,20211015,10/15/2021,Oat,Fallow,108.0576059,0.030245511,-0.207987669,0.011705443,-0.114256382,-0.291015625,-0.8707031249999998,-0.32421875,-0.423828125
209C_20211015,209C,20211015,10/15/2021,Oat,Post,115.8919204,0.219316845,0.096485211,0.141138731,0.041783117,0.353515625,0.2894531250000003,0.19921875,-0.12109375
210A_20211015,210A,20211015,10/15/2021,Oat,Under,109.0081672,0.503708111,0.569375045,0.317770315,0.280588195,0.822265625,1.2175781250000004,0.36328125,0.173828125
210B_20211015,210B,20211015,10/15/2021,Oat,Fallow,103.5175479,0.000997344,-0.238455554,-0.011270834,-0.1226933,-0.302734375,-0.8917968749999998,-0.33984375,-0.361328125
210C_20211015,210C,20211015,10/15/2021,Oat,Post,108.9705897,0.167826586,0.035551891,0.103887954,0.026777723,0.400390625,0.3527343750000002,0.19140625,-0.22265625
301A_20211015,301A,20211015,10/15/2021,Oat,Post,134.3181108,0.085655474,-0.022407369,0.055569546,0.050936676,0.142578125,0.0574218750000004,0.08203125,-0.0859375
301B_20211015,301B,20211015,10/15/2021,Oat,Fallow,124.4361654,0.001300025,-0.161302563,-0.00468448,-0.051834907,-0.314453125,-0.7652343749999998,-0.35546875,-2.5546875
301C_20211015,301C,20211015,10/15/2021,Oat,Under,137.0382424,0.205492421,0.158526541,0.139561404,0.165395119,0.693359375,1.0066406250000004,0.15234375,0.16015625
302A_20211015,302A,20211015,10/15/2021,Oat,Post,114.5145502,0.194405443,0.06274111,0.123127371,0.022571725,0.330078125,0.2261718750000001,0.17578125,-0.046875
302B_20211015,302B,20211015,10/15/2021,Oat,Fallow,116.0045788,0.003680937,-0.23941515,-0.006993232,-0.126715957,-0.302734375,-0.8917968749999998,-0.33984375,-0.357421875
302C_20211015,302C,20211015,10/15/2021,Oat,Under,124.4316867,0.31721234,0.254196187,0.206250483,0.118707807,0.412109375,0.3738281250000004,0.23046875,0.013671875
303A_20211015,303A,20211015,10/15/2021,Soy,Post,131.0130945,0.114517318,0.015713702,0.075835618,0.067655314,0.166015625,0.0785156250000003,0.09765625,0.03515625
303B_20211015,303B,20211015,10/15/2021,Soy,Fallow,128.3941845,0.015746736,-0.13892643,0.007402741,-0.032028513,0.681640625,0.9433593750000002,-0.34765625,-2.52734375
303C_20211015,303C,20211015,10/15/2021,Soy,Under,129.6452792,0.426087076,0.439582448,0.27213119,0.212788854,0.658203125,0.9855468750000004,0.30859375,0.138671875
304A_20211015,304A,20211015,10/15/2021,Oat,Post,129.2988262,0.147759095,0.031337202,0.097609613,0.044064366,0.224609375,0.1207031250000001,0.13671875,-0.0625
304B_20211015,304B,20211015,10/15/2021,Oat,Fallow,130.7382588,0.0118329,-0.15013934,0.004328916,-0.047405404,0.119140625,-0.7441406249999998,-0.32421875,-0.546875
304C_20211015,304C,20211015,10/15/2021,Oat,Under,136.3013821,0.256254168,0.232365736,0.170935646,0.198853618,0.787109375,1.1332031250000003,0.21484375,0.064453125
305A_20211015,305A,20211015,10/15/2021,Oat,Post,130.5639184,0.215152738,0.113298953,0.142416743,0.066536105,0.318359375,0.2261718750000001,0.18359375,0.009765625
305B_20211015,305B,20211015,10/15/2021,Oat,Fallow,102.2992271,0.031779232,-0.188679182,0.012295193,-0.094059174,-0.291015625,-0.8707031249999998,-0.32421875,-0.357421875
305C_20211015,305C,20211015,10/15/2021,Oat,Under,134.2084905,0.477063518,0.523557944,0.306502913,0.25881663,0.681640625,1.0488281250000002,0.33203125,0.208984375
306A_20211015,306A,20211015,10/15/2021,Oat,Post,128.7978003,0.156259863,0.028813481,0.102898404,0.031005996,0.283203125,0.1628906250000004,0.16015625,-0.09765625
306B_20211015,306B,20211015,10/15/2021,Oat,Fallow,110.976303,0.02199454,-0.20526681,0.006780498,-0.111308332,-0.279296875,-0.8707031249999998,-0.32421875,-0.34375
306C_20211015,306C,20211015,10/15/2021,Oat,Under,131.1580891,0.445048986,0.474350159,0.285859848,0.236139493,0.658203125,0.964453125,0.33203125,0.126953125
307A_20211015,307A,20211015,10/15/2021,Oat,Post,134.6661467,0.132003793,0.028375583,0.089084581,0.063372405,0.166015625,0.0574218750000004,0.10546875,-0.01953125
307B_20211015,307B,20211015,10/15/2021,Oat,Fallow,111.4638023,0.016630714,-0.215800112,0.003268678,-0.120087337,-0.279296875,-0.8496093749999998,-0.32421875,-0.23046875
307C_20211015,307C,20211015,10/15/2021,Oat,Under,125.1973285,0.40381406,0.406039716,0.261680059,0.206310201,0.658203125,1.0066406250000004,0.30078125,0.1640625
308A_20211015,308A,20211015,10/15/2021,Oat,Post,136.3857665,0.115339585,0.002268783,0.078092063,0.046873404,0.154296875,0.0363281250000002,0.09765625,0.017578125
308B_20211015,308B,20211015,10/15/2021,Oat,Fallow,131.4388165,0.035621728,-0.123195608,0.023316846,-0.033177129,0.095703125,-0.0480468749999996,0.05859375,-0.0546875
308C_20211015,308C,20211015,10/15/2021,Oat,Under,142.9341093,0.219102881,0.170327695,0.150218142,0.164496978,0.388671875,0.8589843750000001,0.19140625,0.046875
309A_20211015,309A,20211015,10/15/2021,Oat,Post,135.370608,0.075526562,-0.054380668,0.050525213,0.014340366,0.142578125,0.0363281250000002,0.08984375,0.005859375
309B_20211015,309B,20211015,10/15/2021,Oat,Fallow,117.713493,0.010190175,-0.170837277,0.002381098,-0.062123373,-0.314453125,-0.8285156249999999,-0.34765625,-0.279296875
309C_20211015,309C,20211015,10/15/2021,Oat,Under,144.7658589,0.22279905,0.182671036,0.151855874,0.179848274,0.740234375,1.0488281250000002,0.17578125,0.13671875
310A_20211015,310A,20211015,10/15/2021,Oat,Post,134.8474469,0.059238203,-0.088706662,0.037486171,-0.005101754,0.119140625,-0.7019531249999998,-0.28515625,-0.09765625
310B_20211015,310B,20211015,10/15/2021,Oat,Fallow,129.3005683,0.054496521,-0.108536949,0.034919989,-0.028674239,0.119140625,-0.7652343749999998,-0.31640625,-0.08203125
310C_20211015,310C,20211015,10/15/2021,Oat,Under,139.1607233,0.244119385,0.200137547,0.164097769,0.16574487,0.740234375,1.0699218750000004,0.22265625,0.08203125
401A_20211015,401A,20211015,10/15/2021,Oat,Under,142.7271523,0.35715277,0.386015943,0.236294751,0.275659679,0.857421875,1.2175781250000004,0.42578125,0.28125
401B_20211015,401B,20211015,10/15/2021,Oat,Fallow,125.6255817,0.026910295,-0.138057869,0.014852747,-0.040269407,0.119140625,-0.8074218749999998,-0.33984375,21.21875
401C_20211015,401C,20211015,10/15/2021,Oat,Post,134.7232016,0.148085252,0.047414004,0.099540011,0.067635019,0.201171875,0.1207031250000001,0.12890625,0.072265625
402A_20211015,402A,20211015,10/15/2021,Oat,Under,131.5125797,0.507321324,0.580631014,0.32501179,0.296010819,0.869140625,1.2386718750000003,0.42578125,0.296875
402B_20211015,402B,20211015,10/15/2021,Oat,Fallow,116.1519412,0.086871274,-0.090333213,0.054971944,-0.029693196,0.212890625,-0.7441406249999998,-0.28515625,-0.1640625
402C_20211015,402C,20211015,10/15/2021,Oat,Post,122.8756221,0.176042747,0.051523963,0.115479706,0.043673732,0.294921875,0.1628906250000004,0.16015625,-0.05078125
403A_20211015,403A,20211015,10/15/2021,Oat,Under,145.443446,0.310317686,0.293675957,0.208534594,0.205339727,0.763671875,1.0910156250000005,0.25390625,0.10546875
403B_20211015,403B,20211015,10/15/2021,Oat,Fallow,114.9451983,0.034509359,-0.179927251,0.017753763,-0.091146006,0.248046875,-0.8074218749999998,-0.30859375,-0.337890625
403C_20211015,403C,20211015,10/15/2021,Oat,Post,132.825577,0.101447113,-0.022327082,0.067228922,0.025803847,0.177734375,0.0785156250000003,0.11328125,-0.060546875
404A_20211015,404A,20211015,10/15/2021,Soy,Under,119.9956298,0.332877577,0.287913369,0.212928509,0.139589872,0.435546875,0.4371093750000001,0.23828125,0.00390625
404B_20211015,404B,20211015,10/15/2021,Soy,Fallow,116.3167847,-0.017270104,-0.250750333,-0.020862621,-0.132963762,-0.326171875,-0.9128906249999998,-0.35546875,-0.541015625
404C_20211015,404C,20211015,10/15/2021,Soy,Post,125.1871058,0.052854916,-0.095848971,0.030974754,-0.014772175,0.154296875,0.0363281250000002,0.08984375,-0.05078125
405A_20211015,405A,20211015,10/15/2021,Oat,Under,138.3224328,0.293837845,0.294278482,0.196751529,0.243516312,0.857421875,1.2386718750000003,0.43359375,0.1904296875
405B_20211015,405B,20211015,10/15/2021,Oat,Fallow,125.3421641,0.027449655,-0.126616704,0.015137826,-0.025865292,0.658203125,-0.7441406249999998,-0.32421875,-0.22265625
405C_20211015,405C,20211015,10/15/2021,Oat,Post,135.5836828,0.10972157,-0.00014849,0.073108936,0.05430757,0.166015625,0.0574218750000004,0.09765625,0.033203125
406A_20211015,406A,20211015,10/15/2021,Oat,Under,126.2333099,0.432935358,0.434506672,0.277639382,0.195006516,0.552734375,0.6480468750000001,0.30078125,0.15234375
406B_20211015,406B,20211015,10/15/2021,Oat,Fallow,115.7812024,0.019856793,-0.189919419,0.005879524,-0.091949511,-0.291015625,-0.8496093749999998,-0.32421875,-0.337890625
406C_20211015,406C,20211015,10/15/2021,Oat,Post,124.6150744,0.136794226,-0.018180894,0.087914309,-0.004840019,0.294921875,0.1417968750000002,0.15234375,-0.041015625
407A_20211015,407A,20211015,10/15/2021,Oat,Under,119.933577,0.45649006,0.482842659,0.292567893,0.233989873,0.634765625,1.0488281250000002,0.30859375,0.14453125
407B_20211015,407B,20211015,10/15/2021,Oat,Fallow,106.4706856,-0.015605518,-0.281381475,-0.022982601,-0.154434023,-0.326171875,-0.9128906249999998,-0.34765625,-0.53515625
407C_20211015,407C,20211015,10/15/2021,Oat,Post,119.491415,0.152357659,0.002733775,0.096036662,0.002913023,0.283203125,0.1417968750000002,0.15234375,-0.13671875
408A_20211015,408A,20211015,10/15/2021,Oat,Under,125.3893742,0.477116108,0.536305897,0.304514396,0.27746065,0.845703125,1.1964843750000005,0.37109375,0.2734375
408B_20211015,408B,20211015,10/15/2021,Oat,Fallow,105.4907333,0.10033935,-0.061136951,0.058536296,-0.021068848,0.529296875,0.7535156250000001,0.15234375,-0.236328125
408C_20211015,408C,20211015,10/15/2021,Oat,Post,120.8266096,0.198989699,0.082406529,0.127145184,0.048850813,0.353515625,0.2683593750000004,0.19140625,-0.060546875
409A_20211015,409A,20211015,10/15/2021,Oat,Under,122.1957191,0.450823774,0.47385033,0.289125864,0.228351073,0.576171875,0.6691406250000003,0.30859375,0.205078125
409B_20211015,409B,20211015,10/15/2021,Oat,Fallow,114.1708551,0.021586142,-0.184274634,0.006469728,-0.083175673,-0.279296875,-0.8285156249999999,-0.31640625,-0.39453125
409C_20211015,409C,20211015,10/15/2021,Oat,Post,110.1344048,0.212479049,0.10237181,0.135420761,0.052580133,0.341796875,0.2683593750000004,0.19140625,-0.025390625
410A_20211015,410A,20211015,10/15/2021,Oat,Under,113.6874439,0.468999693,0.510587675,0.29679833,0.249809257,0.681640625,1.0910156250000005,0.33203125,0.201171875
410B_20211015,410B,20211015,10/15/2021,Oat,Fallow,116.0764233,0.024109635,-0.18716913,0.006096816,-0.095996486,-0.267578125,-0.8074218749999998,-0.31640625,-0.521484375
410C_20211015,410C,20211015,10/15/2021,Oat,Post,122.1096035,0.104556202,-0.038209986,0.064463848,-0.000204938,0.294921875,0.1628906250000004,0.12890625,-0.125
101A_20211025,101A,20211025,10/25/2021,Oat,Fallow,103.3464807,0.02248448,-0.188344585,0.004368145,-0.093984165,-0.291015625,-0.8707031249999998,-0.34765625,-0.380859375
101B_20211025,101B,20211025,10/25/2021,Oat,Post,112.9273447,0.196890394,0.083133425,0.123417685,0.047477086,0.587890625,0.8589843750000001,0.19140625,-0.08203125
101C_20211025,101C,20211025,10/25/2021,Oat,Under,122.5714973,0.40719719,0.413225058,0.261080236,0.20790083,0.763671875,1.1121093750000004,0.33984375,0.12890625
102A_20211025,102A,20211025,10/25/2021,Oat,Fallow,102.3887467,-0.034137595,-0.29179075,-0.038801086,-0.150335464,-0.337890625,-0.933984375,-0.36328125,-0.5703125
102B_20211025,102B,20211025,10/25/2021,Oat,Post,113.1979573,0.100571049,-0.089722523,0.057934342,-0.044436619,0.271484375,-0.7652343749999998,-0.28515625,-0.125
102C_20211025,102C,20211025,10/25/2021,Oat,Under,121.317599,0.379984949,0.369545795,0.24170992,0.181357732,0.669921875,0.964453125,0.30078125,0.0390625
103A_20211025,103A,20211025,10/25/2021,Oat,Fallow,107.5360844,0.0501016,-0.163865513,0.023351821,-0.082637549,0.400390625,-0.8707031249999998,-0.33203125,-0.404296875
103B_20211025,103B,20211025,10/25/2021,Oat,Post,108.169107,0.203831893,0.084801602,0.127278455,0.045227236,0.423828125,0.3738281250000004,0.18359375,-0.04296875
103C_20211025,103C,20211025,10/25/2021,Oat,Under,118.8085812,0.359196217,0.340016593,0.228362975,0.173008028,0.634765625,0.964453125,0.27734375,0.080078125
104A_20211025,104A,20211025,10/25/2021,Oat,Fallow,100.7628974,-0.005358412,-0.250729527,-0.017760261,-0.13223166,-0.337890625,-0.933984375,-0.36328125,-0.44921875
104B_20211025,104B,20211025,10/25/2021,Oat,Post,104.2993145,0.252742202,0.160030741,0.157550736,0.080426027,0.482421875,0.5636718750000003,0.22265625,-0.05859375
104C_20211025,104C,20211025,10/25/2021,Oat,Under,108.2311953,0.360590309,0.331477714,0.226668514,0.16037005,0.599609375,0.8800781250000003,0.26171875,0.005859375
105A_20211025,105A,20211025,10/25/2021,Oat,Fallow,103.60554,0.008223147,-0.217986668,-0.006920871,-0.11201113,-0.314453125,-0.8917968749999998,-0.34765625,-0.41796875
105B_20211025,105B,20211025,10/25/2021,Oat,Post,113.2533708,0.159650455,0.017603501,0.096855136,0.014813772,0.423828125,0.3949218750000003,0.17578125,-0.103515625
105C_20211025,105C,20211025,10/25/2021,Oat,Under,110.3890975,0.467953192,0.516107873,0.294558786,0.257158059,0.798828125,1.1542968750000002,0.35546875,0.126953125
106A_20211025,106A,20211025,10/25/2021,Soy,Fallow,97.17598123,-0.030037168,-0.264664105,-0.034805448,-0.131905605,-0.337890625,-0.933984375,-0.37109375,-0.517578125
106B_20211025,106B,20211025,10/25/2021,Soy,Post,104.0562189,0.148081165,0.013381074,0.087476411,0.022509328,0.482421875,0.6480468750000001,0.19140625,-0.021484375
106C_20211025,106C,20211025,10/25/2021,Soy,Under,103.8779452,0.352075197,0.338410306,0.219183464,0.181646044,0.705078125,1.0066406250000004,0.28515625,0.09375
107A_20211025,107A,20211025,10/25/2021,Oat,Fallow,106.8985553,-0.037690101,-0.313133834,-0.042557745,-0.169552129,-0.337890625,-0.9550781249999998,-0.36328125,-0.642578125
107B_20211025,107B,20211025,10/25/2021,Oat,Post,101.5187125,0.332241362,0.283623899,0.20633702,0.131509307,0.623046875,0.8589843750000001,0.26953125,-0.021484375
107C_20211025,107C,20211025,10/25/2021,Oat,Under,111.8894881,0.446137037,0.465100618,0.281882035,0.222632913,0.775390625,1.1332031250000003,0.33203125,0.197265625
108A_20211025,108A,20211025,10/25/2021,Oat,Fallow,110.6078656,-0.026648184,-0.28828871,-0.031876364,-0.154419548,-0.337890625,-0.9550781249999998,-0.36328125,-0.400390625
108B_20211025,108B,20211025,10/25/2021,Oat,Post,106.9272097,0.139496773,-0.032447886,0.081016979,-0.027086489,0.341796875,-0.7230468749999999,-0.26953125,-0.408203125
108C_20211025,108C,20211025,10/25/2021,Oat,Under,111.9882757,0.295612855,0.21992981,0.18597795,0.104148247,0.447265625,0.4371093750000001,0.23046875,-0.087890625
109A_20211025,109A,20211025,10/25/2021,Oat,Fallow,105.2360164,0.01727263,-0.216470913,-0.001488521,-0.104105173,-0.291015625,-0.8707031249999998,-0.33203125,-0.275390625
109B_20211025,109B,20211025,10/25/2021,Oat,Post,107.8019373,0.140080945,-0.030666789,0.083597918,-0.016491363,0.458984375,-0.7019531249999998,-0.26953125,-0.271484375
109C_20211025,109C,20211025,10/25/2021,Oat,Under,109.6288699,0.504098292,0.552270475,0.317495601,0.25262551,0.833984375,1.2175781250000004,0.36328125,0.208984375
110A_20211025,110A,20211025,10/25/2021,Oat,Fallow,100.9573162,0.012430375,-0.22806727,-0.008328185,-0.114475311,-0.291015625,-0.8917968749999998,-0.33984375,-0.37109375
110B_20211025,110B,20211025,10/25/2021,Oat,Post,105.4436455,0.205568872,0.062000955,0.126397218,0.019490563,0.365234375,0.2261718750000001,0.16796875,-0.169921875
110C_20211025,110C,20211025,10/25/2021,Oat,Under,110.4097727,0.330953737,0.287681149,0.20932965,0.143945023,0.646484375,0.9433593750000002,0.26953125,0.099609375
201A_20211025,201A,20211025,10/25/2021,Oat,Under,111.6670291,0.372237562,0.350252852,0.235987294,0.169170347,0.669921875,0.964453125,0.30078125,0.181640625
201B_20211025,201B,20211025,10/25/2021,Oat,Fallow,110.5665881,0.000821248,-0.237156885,-0.0147274,-0.11638897,-0.314453125,-0.8917968749999998,-0.34765625,-0.400390625
201C_20211025,201C,20211025,10/25/2021,Oat,Post,103.1721107,0.203431305,0.076688528,0.124119732,0.036364504,0.412109375,0.3527343750000002,0.18359375,-0.19140625
202A_20211025,202A,20211025,10/25/2021,Oat,Under,113.9777021,0.509229321,0.579927942,0.320021936,0.283667141,0.833984375,1.2175781250000004,0.39453125,0.283203125
202B_20211025,202B,20211025,10/25/2021,Oat,Fallow,102.9133533,0.070353697,-0.122211647,0.03421198,-0.053709142,0.517578125,-0.8074218749999998,-0.31640625,-0.22265625
202C_20211025,202C,20211025,10/25/2021,Oat,Post,106.4051017,0.165237295,0.028199709,0.100623019,0.016976107,0.447265625,0.4792968750000004,0.18359375,-0.03515625
203A_20211025,203A,20211025,10/25/2021,Soy,Under,117.6370227,0.438590706,0.465843374,0.275678196,0.231074676,0.798828125,1.1332031250000003,0.36328125,0.2421875
203B_20211025,203B,20211025,10/25/2021,Soy,Fallow,97.68315386,-0.0547773,-0.301906559,-0.053342124,-0.147014111,-0.361328125,-0.9550781249999998,-0.37890625,-0.427734375
203C_20211025,203C,20211025,10/25/2021,Soy,Post,106.1166405,0.074400866,-0.109114066,0.037277093,-0.04781853,0.306640625,-0.7652343749999998,-0.29296875,-0.380859375
204A_20211025,204A,20211025,10/25/2021,Oat,Under,111.4464955,0.352306038,0.30358606,0.224510323,0.136301306,0.470703125,0.4582031250000002,0.24609375,-0.0390625
204B_20211025,204B,20211025,10/25/2021,Oat,Fallow,105.2414777,-0.022503262,-0.278843638,-0.029903281,-0.149014942,-0.337890625,-0.9550781249999998,-0.36328125,-0.51953125
204C_20211025,204C,20211025,10/25/2021,Oat,Post,103.8687894,0.219770538,0.104092538,0.135727147,0.052034401,0.435546875,0.4160156250000002,0.19921875,-0.06640625
205A_20211025,205A,20211025,10/25/2021,Oat,Under,107.4705855,0.266211708,0.173498456,0.167741955,0.080174485,0.541015625,0.6480468750000001,0.23828125,-0.072265625
205B_20211025,205B,20211025,10/25/2021,Oat,Fallow,107.7862013,0.015159584,-0.215146845,-0.002379601,-0.114824922,-0.291015625,-0.8707031249999998,-0.33984375,-0.408203125
205C_20211025,205C,20211025,10/25/2021,Oat,Post,108.4890153,0.217389086,0.108753238,0.135540372,0.053679635,0.517578125,0.6902343750000004,0.22265625,-0.109375
206A_20211025,206A,20211025,10/25/2021,Oat,Under,111.8719836,0.462431207,0.491521833,0.292863776,0.230114873,0.787109375,1.1332031250000003,0.35546875,0.265625
206B_20211025,206B,20211025,10/25/2021,Oat,Fallow,105.8579615,0.035602997,-0.188524747,0.012181441,-0.099068722,-0.279296875,-0.8496093749999998,-0.32421875,-0.525390625
206C_20211025,206C,20211025,10/25/2021,Oat,Post,112.7833031,0.236873419,0.130193762,0.148878422,0.057610925,0.517578125,0.6691406250000003,0.22265625,-0.0546875
207A_20211025,207A,20211025,10/25/2021,Oat,Under,116.6427486,0.392807927,0.367130426,0.252143591,0.165787316,0.517578125,0.5847656250000004,0.27734375,0.046875
207B_20211025,207B,20211025,10/25/2021,Oat,Fallow,99.89935525,-0.035995637,-0.296182994,-0.039202055,-0.165319699,-0.337890625,-0.933984375,-0.36328125,-0.615234375
207C_20211025,207C,20211025,10/25/2021,Oat,Post,108.2888693,0.128770928,-0.040845757,0.076400568,-0.022966415,0.294921875,-0.7230468749999999,0.14453125,-0.21484375
208A_20211025,208A,20211025,10/25/2021,Oat,Under,114.8980315,0.466287874,0.500177776,0.296434909,0.239407365,0.740234375,1.1121093750000004,0.33203125,0.166015625
