Image,Plot,Date_Index,Date,Variety,Cover,Green_Avg,EXG_Avg_Image,EXGR_Avg_Image,GLI_Avg_Image,VARI_Avg_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh,EXG_Global_Thresh,EXGR_Global_Thresh,GLI_Global_Thresh,VARI_Global_Thresh
104B_20211005,104B,20211005,10/5/2021,Oat,Post,0.376625093,0.129967506,-0.037079011,0.078465663,-0.022778596,0.318359375,0.205078125,0.16015625,-0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
104C_20211005,104C,20211005,10/5/2021,Oat,Under,0.456034341,0.368173549,0.341352073,0.233430844,0.167950725,0.541015625,0.563671875,0.27734375,0.041015625,0.306640625,0.205078125,0.16015625,-0.08984375
105A_20211005,105A,20211005,10/5/2021,Oat,Fallow,0.350683128,0.052135585,-0.151611581,0.023251681,-0.081172415,0.482421875,-0.828515625,-0.31640625,-0.37109375,0.306640625,0.205078125,0.16015625,-0.08984375
105B_20211005,105B,20211005,10/5/2021,Oat,Post,0.353578791,0.060808105,-0.14765863,0.030380625,-0.080302561,0.259765625,-0.828515625,-0.31640625,-0.466796875,0.306640625,0.205078125,0.16015625,-0.08984375
105C_20211005,105C,20211005,10/5/2021,Oat,Under,0.491527432,0.474615449,0.535569737,0.299984299,0.282660519,0.798828125,1.175390625,0.36328125,0.14453125,0.306640625,0.205078125,0.16015625,-0.08984375
106A_20211005,106A,20211005,10/5/2021,Soy,Fallow,0.329582513,-0.011118641,-0.232751314,-0.018002601,-0.10290645,-0.337890625,-0.933984375,-0.36328125,-0.576171875,0.306640625,0.205078125,0.16015625,-0.08984375
106B_20211005,106B,20211005,10/5/2021,Soy,Post,0.365254634,0.095900736,-0.073444952,0.053780332,-0.018332279,0.341796875,-0.765234375,-0.29296875,-0.30078125,0.306640625,0.205078125,0.16015625,-0.08984375
106C_20211005,106C,20211005,10/5/2021,Soy,Under,0.464258864,0.392814567,0.40517208,0.248335391,0.219170699,0.763671875,1.091015625,0.33203125,0.08984375,0.306640625,0.205078125,0.16015625,-0.08984375
107A_20211005,107A,20211005,10/5/2021,Oat,Fallow,0.321289708,-0.036044075,-0.311442609,-0.038136489,-0.166516647,-0.337890625,-0.955078125,-0.36328125,-0.423828125,0.306640625,0.205078125,0.16015625,-0.08984375
107B_20211005,107B,20211005,10/5/2021,Oat,Post,0.363210902,0.089706246,-0.104026228,0.050968469,-0.052959571,0.283203125,-0.744140625,-0.28515625,-0.271484375,0.306640625,0.205078125,0.16015625,-0.08984375
107C_20211005,107C,20211005,10/5/2021,Oat,Under,0.421149803,0.263506071,0.172378682,0.167435126,0.086556095,0.470703125,0.458203125,0.23828125,0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375
108A_20211005,108A,20211005,10/5/2021,Oat,Fallow,0.320793291,-0.037520667,-0.317395547,-0.040240243,-0.17040344,-0.349609375,-0.955078125,-0.36328125,-0.51953125,0.306640625,0.205078125,0.16015625,-0.08984375
108B_20211005,108B,20211005,10/5/2021,Oat,Post,0.354432277,0.063370373,-0.156027786,0.03150601,-0.08474485,0.259765625,-0.828515625,-0.30859375,-0.390625,0.306640625,0.205078125,0.16015625,-0.08984375
108C_20211005,108C,20211005,10/5/2021,Oat,Under,0.406777084,0.22036742,0.106697991,0.138818833,0.05465247,0.388671875,0.331640625,0.19921875,0.005859375,0.306640625,0.205078125,0.16015625,-0.08984375
109A_20211005,109A,20211005,10/5/2021,Oat,Fallow,0.331477307,-0.005484892,-0.254972982,-0.015181737,-0.133786253,-0.326171875,-0.912890625,-0.34765625,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375
109B_20211005,109B,20211005,10/5/2021,Oat,Post,0.384153166,0.152514351,-0.00710853,0.093140964,-0.012156891,0.341796875,0.247265625,0.17578125,-0.033203125,0.306640625,0.205078125,0.16015625,-0.08984375
109C_20211005,109C,20211005,10/5/2021,Oat,Under,0.495863375,0.487618456,0.533211975,0.308506604,0.252623573,0.775390625,1.133203125,0.34765625,0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
110A_20211005,110A,20211005,10/5/2021,Oat,Fallow,0.329886293,-0.010257333,-0.252882196,-0.019411407,-0.13696815,-0.326171875,-0.912890625,-0.35546875,-0.443359375,0.306640625,0.205078125,0.16015625,-0.08984375
110B_20211005,110B,20211005,10/5/2021,Oat,Post,0.39071391,0.172200803,0.028743258,0.10597894,0.008876801,0.376953125,0.310546875,0.19140625,-0.06640625,0.306640625,0.205078125,0.16015625,-0.08984375
110C_20211005,110C,20211005,10/5/2021,Oat,Under,0.503287394,0.509900157,0.581895657,0.320413754,0.289475556,0.845703125,1.217578125,0.37890625,0.26171875,0.306640625,0.205078125,0.16015625,-0.08984375
201A_20211005,201A,20211005,10/5/2021,Oat,Under,0.454045722,0.362207091,0.338414928,0.229111544,0.169243651,0.541015625,0.584765625,0.27734375,0.140625,0.306640625,0.205078125,0.16015625,-0.08984375
201B_20211005,201B,20211005,10/5/2021,Oat,Fallow,0.334986582,0.005053782,-0.219967267,-0.008307667,-0.114679359,-0.314453125,-0.891796875,-0.34765625,-0.35546875,0.306640625,0.205078125,0.16015625,-0.08984375
201C_20211005,201C,20211005,10/5/2021,Oat,Post,0.372389627,0.117240614,-0.053605395,0.069995315,-0.027243068,0.271484375,-0.680859375,0.13671875,-0.2421875,0.306640625,0.205078125,0.16015625,-0.08984375
202A_20211005,202A,20211005,10/5/2021,Oat,Under,0.49584739,0.487563871,0.540431065,0.306870585,0.258983919,0.681640625,0.901171875,0.34765625,0.240234375,0.306640625,0.205078125,0.16015625,-0.08984375
202B_20211005,202B,20211005,10/5/2021,Oat,Fallow,0.339968334,0.019956842,-0.216617068,0.00084815,-0.118039246,-0.302734375,-0.891796875,-0.33984375,-0.5546875,0.306640625,0.205078125,0.16015625,-0.08984375
202C_20211005,202C,20211005,10/5/2021,Oat,Post,0.383425023,0.150348609,-0.003676629,0.0917402,-0.000939958,0.341796875,0.226171875,0.16796875,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375
203A_20211005,203A,20211005,10/5/2021,Soy,Under,0.436765178,0.310366663,0.266605968,0.195215815,0.14119176,0.529296875,0.584765625,0.25390625,0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
203B_20211005,203B,20211005,10/5/2021,Soy,Fallow,0.328146565,-0.015454816,-0.243946002,-0.021381202,-0.117861376,-0.326171875,-0.912890625,-0.35546875,-0.501953125,0.306640625,0.205078125,0.16015625,-0.08984375
203C_20211005,203C,20211005,10/5/2021,Soy,Post,0.35342891,0.060383176,-0.125961665,0.032248173,-0.060011709,0.283203125,-0.807421875,-0.31640625,-0.232421875,0.306640625,0.205078125,0.16015625,-0.08984375
204A_20211005,204A,20211005,10/5/2021,Oat,Under,0.496538869,0.489644337,0.522991815,0.309124813,0.229364718,0.623046875,0.774609375,0.33984375,0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
204B_20211005,204B,20211005,10/5/2021,Oat,Fallow,0.335645504,0.007005832,-0.247257753,-0.005217276,-0.128323428,-0.314453125,-0.912890625,-0.33984375,-0.33984375,0.306640625,0.205078125,0.16015625,-0.08984375
204C_20211005,204C,20211005,10/5/2021,Oat,Post,0.377332433,0.132037083,-0.037318367,0.080251495,-0.026406541,0.330078125,0.226171875,0.16796875,-0.11328125,0.306640625,0.205078125,0.16015625,-0.08984375
205A_20211005,205A,20211005,10/5/2021,Oat,Under,0.416196556,0.248616793,0.144852109,0.158159778,0.065045765,0.412109375,0.373828125,0.22265625,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375
205B_20211005,205B,20211005,10/5/2021,Oat,Fallow,0.337632065,0.012935376,-0.225390797,-0.002331638,-0.123793032,-0.314453125,-0.891796875,-0.34765625,-0.46875,0.306640625,0.205078125,0.16015625,-0.08984375
205C_20211005,205C,20211005,10/5/2021,Oat,Post,0.370071093,0.110324795,-0.055439326,0.064786954,-0.021678985,0.306640625,0.205078125,0.16015625,-0.166015625,0.306640625,0.205078125,0.16015625,-0.08984375
206A_20211005,206A,20211005,10/5/2021,Oat,Under,0.481636341,0.444943986,0.461739174,0.280406807,0.210908663,0.611328125,0.711328125,0.32421875,0.08203125,0.306640625,0.205078125,0.16015625,-0.08984375
206B_20211005,206B,20211005,10/5/2021,Oat,Fallow,0.339856694,0.019676174,-0.208330553,0.001946971,-0.105068073,-0.302734375,-0.891796875,-0.33984375,-0.490234375,0.306640625,0.205078125,0.16015625,-0.08984375
206C_20211005,206C,20211005,10/5/2021,Oat,Post,0.368464737,0.105441833,-0.072228655,0.061479129,-0.041065625,0.294921875,0.183984375,0.15234375,-0.197265625,0.306640625,0.205078125,0.16015625,-0.08984375
207A_20211005,207A,20211005,10/5/2021,Oat,Under,0.465972301,0.397938602,0.390336886,0.252299082,0.183804341,0.552734375,0.626953125,0.30078125,0.0625,0.306640625,0.205078125,0.16015625,-0.08984375
207B_20211005,207B,20211005,10/5/2021,Oat,Fallow,0.327795305,-0.016554409,-0.26537565,-0.022387561,-0.137265681,-0.326171875,-0.912890625,-0.34765625,-0.380859375,0.306640625,0.205078125,0.16015625,-0.08984375
207C_20211005,207C,20211005,10/5/2021,Oat,Post,0.35788865,0.073763604,-0.125325664,0.039357117,-0.063684051,0.259765625,-0.807421875,-0.30859375,-0.224609375,0.306640625,0.205078125,0.16015625,-0.08984375
208A_20211005,208A,20211005,10/5/2021,Oat,Under,0.494102381,0.482339695,0.537743181,0.303796321,0.267147623,0.763671875,1.133203125,0.34765625,0.18359375,0.306640625,0.205078125,0.16015625,-0.08984375
208B_20211005,208B,20211005,10/5/2021,Oat,Fallow,0.360352184,0.0811536,-0.108648672,0.042192917,-0.051833116,0.482421875,-0.786328125,-0.30859375,-0.3671875,0.306640625,0.205078125,0.16015625,-0.08984375
208C_20211005,208C,20211005,10/5/2021,Oat,Post,0.378889214,0.136739375,-0.022700809,0.081505605,-0.014551788,0.353515625,0.247265625,0.16796875,-0.201171875,0.306640625,0.205078125,0.16015625,-0.08984375
209A_20211005,209A,20211005,10/5/2021,Oat,Under,0.490696116,0.472115474,0.52232478,0.297908601,0.262936492,0.787109375,1.154296875,0.37109375,0.212890625,0.306640625,0.205078125,0.16015625,-0.08984375
209B_20211005,209B,20211005,10/5/2021,Oat,Fallow,0.347297419,0.041939877,-0.210588647,0.01922847,-0.120776658,-0.279296875,-0.870703125,-0.31640625,-0.306640625,0.306640625,0.205078125,0.16015625,-0.08984375
209C_20211005,209C,20211005,10/5/2021,Oat,Post,0.367936939,0.103859041,-0.098653811,0.060734931,-0.063046285,0.294921875,-0.765234375,-0.29296875,-0.18359375,0.306640625,0.205078125,0.16015625,-0.08984375
210A_20211005,210A,20211005,10/5/2021,Oat,Under,0.48861067,0.465875412,0.516394296,0.293081055,0.263012995,0.880859375,1.238671875,0.43359375,0.267578125,0.306640625,0.205078125,0.16015625,-0.08984375
210B_20211005,210B,20211005,10/5/2021,Oat,Fallow,0.331284159,-0.006089052,-0.262732788,-0.016435289,-0.140602249,-0.314453125,-0.912890625,-0.34765625,-0.4609375,0.306640625,0.205078125,0.16015625,-0.08984375
210C_20211005,210C,20211005,10/5/2021,Oat,Post,0.368717805,0.106251669,-0.068235636,0.060323805,-0.028178583,0.318359375,-0.744140625,-0.28515625,-0.162109375,0.306640625,0.205078125,0.16015625,-0.08984375
301A_20211005,301A,20211005,10/5/2021,Oat,Post,0.384815531,0.154549671,-0.006754694,0.091786101,-0.007279081,0.353515625,0.247265625,0.16796875,-0.0625,0.306640625,0.205078125,0.16015625,-0.08984375
301B_20211005,301B,20211005,10/5/2021,Oat,Fallow,0.326893938,-0.019234398,-0.290540755,-0.025384623,-0.154895151,-0.337890625,-0.955078125,-0.35546875,-0.416015625,0.306640625,0.205078125,0.16015625,-0.08984375
301C_20211005,301C,20211005,10/5/2021,Oat,Under,0.464483164,0.393513387,0.384034496,0.24930483,0.183082484,0.669921875,0.901171875,0.31640625,0.0234375,0.306640625,0.205078125,0.16015625,-0.08984375
302A_20211005,302A,20211005,10/5/2021,Oat,Post,0.366515775,0.099629306,-0.095794993,0.056153485,-0.054937997,0.330078125,-0.765234375,-0.28515625,-0.318359375,0.306640625,0.205078125,0.16015625,-0.08984375
302B_20211005,302B,20211005,10/5/2021,Oat,Fallow,0.341251869,0.023843011,-0.214632042,0.002991787,-0.112009896,0.330078125,-0.891796875,-0.33203125,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375
302C_20211005,302C,20211005,10/5/2021,Oat,Under,0.499378622,0.498172637,0.557546402,0.313991314,0.272089625,0.833984375,1.196484375,0.35546875,0.3125,0.306640625,0.205078125,0.16015625,-0.08984375
303A_20211005,303A,20211005,10/5/2021,Soy,Post,0.37466735,0.124103923,-0.028582457,0.07362659,-0.011073729,0.353515625,0.310546875,0.17578125,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
303B_20211005,303B,20211005,10/5/2021,Soy,Fallow,0.348518318,0.045687568,-0.15379388,0.021035297,-0.069232349,0.353515625,-0.828515625,-0.32421875,-0.41015625,0.306640625,0.205078125,0.16015625,-0.08984375
303C_20211005,303C,20211005,10/5/2021,Soy,Under,0.500646864,0.501990623,0.577168337,0.314572851,0.293568493,0.833984375,1.196484375,0.38671875,0.28125,0.306640625,0.205078125,0.16015625,-0.08984375
304A_20211005,304A,20211005,10/5/2021,Oat,Post,0.376638864,0.13000219,-0.048455141,0.076561965,-0.029453012,0.318359375,0.183984375,0.16015625,-0.212890625,0.306640625,0.205078125,0.16015625,-0.08984375
304B_20211005,304B,20211005,10/5/2021,Oat,Fallow,0.339027352,0.017157404,-0.20871635,0.002230618,-0.11031383,-0.314453125,-0.891796875,-0.34765625,-0.380859375,0.306640625,0.205078125,0.16015625,-0.08984375
304C_20211005,304C,20211005,10/5/2021,Oat,Under,0.485206259,0.455642889,0.482404493,0.287720187,0.228055553,0.646484375,0.922265625,0.33203125,0.22265625,0.306640625,0.205078125,0.16015625,-0.08984375
305A_20211005,305A,20211005,10/5/2021,Oat,Post,0.379427885,0.138359608,-0.023593169,0.084254466,-0.016413496,0.306640625,0.205078125,0.16015625,-0.11328125,0.306640625,0.205078125,0.16015625,-0.08984375
305B_20211005,305B,20211005,10/5/2021,Oat,Fallow,0.327422122,-0.017593183,-0.262480245,-0.024714588,-0.133221233,-0.337890625,-0.933984375,-0.36328125,-0.515625,0.306640625,0.205078125,0.16015625,-0.08984375
305C_20211005,305C,20211005,10/5/2021,Oat,Under,0.500869802,0.50262508,0.577519219,0.318255471,0.302268362,0.869140625,1.238671875,0.38671875,0.2890625,0.306640625,0.205078125,0.16015625,-0.08984375
306A_20211005,306A,20211005,10/5/2021,Oat,Post,0.387478715,0.162511494,0.017182053,0.100904255,0.010659061,0.353515625,0.247265625,0.17578125,-0.0390625,0.306640625,0.205078125,0.16015625,-0.08984375
306B_20211005,306B,20211005,10/5/2021,Oat,Fallow,0.366043472,0.098203958,-0.083140092,0.056293631,-0.044155226,0.388671875,0.331640625,-0.29296875,-0.171875,0.306640625,0.205078125,0.16015625,-0.08984375
306C_20211005,306C,20211005,10/5/2021,Oat,Under,0.501394806,0.504209735,0.583528759,0.317730456,0.306748699,0.833984375,1.217578125,0.38671875,0.169921875,0.306640625,0.205078125,0.16015625,-0.08984375
307A_20211005,307A,20211005,10/5/2021,Oat,Post,0.382341863,0.14709069,-0.020188774,0.088928212,-0.022514353,0.353515625,0.268359375,0.17578125,-0.083984375,0.306640625,0.205078125,0.16015625,-0.08984375
307B_20211005,307B,20211005,10/5/2021,Oat,Fallow,0.336475963,0.009552064,-0.232223548,-0.006489022,-0.124305415,-0.291015625,-0.891796875,-0.33984375,-0.318359375,0.306640625,0.205078125,0.16015625,-0.08984375
307C_20211005,307C,20211005,10/5/2021,Oat,Under,0.427843227,0.283564642,0.209923783,0.1802148,0.103224504,0.447265625,0.437109375,0.23828125,0.00390625,0.306640625,0.205078125,0.16015625,-0.08984375
308A_20211005,308A,20211005,10/5/2021,Oat,Post,0.370743033,0.112319519,-0.064659276,0.065941963,-0.035226323,0.318359375,0.205078125,0.16015625,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375
308B_20211005,308B,20211005,10/5/2021,Oat,Fallow,0.317748099,-0.046693013,-0.335417724,-0.047415817,-0.186635732,-0.337890625,-0.955078125,-0.36328125,-0.517578125,0.306640625,0.205078125,0.16015625,-0.08984375
308C_20211005,308C,20211005,10/5/2021,Oat,Under,0.460868102,0.382651325,0.38273162,0.245100718,0.20640384,0.740234375,1.069921875,0.33203125,0.18359375,0.306640625,0.205078125,0.16015625,-0.08984375
309A_20211005,309A,20211005,10/5/2021,Oat,Post,0.375604357,0.126902285,-0.045238157,0.077391607,-0.028051341,0.341796875,0.226171875,0.16015625,-0.205078125,0.306640625,0.205078125,0.16015625,-0.08984375
309B_20211005,309B,20211005,10/5/2021,Oat,Fallow,0.3367722,0.01037085,-0.243281169,-0.002563207,-0.137641638,-0.314453125,-0.912890625,-0.33984375,-0.328125,0.306640625,0.205078125,0.16015625,-0.08984375
309C_20211005,309C,20211005,10/5/2021,Oat,Under,0.481106852,0.443359134,0.45956992,0.281250654,0.217209084,0.623046875,0.753515625,0.32421875,0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375
310A_20211005,310A,20211005,10/5/2021,Oat,Post,0.354496327,0.063545041,-0.140812947,0.033298564,-0.070203955,0.283203125,-0.786328125,-0.30078125,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375
310B_20211005,310B,20211005,10/5/2021,Oat,Fallow,0.330345259,-0.008891888,-0.279815237,-0.017821659,-0.149026428,-0.326171875,-0.933984375,-0.34765625,-0.384765625,0.306640625,0.205078125,0.16015625,-0.08984375
310C_20211005,310C,20211005,10/5/2021,Oat,Under,0.488964916,0.466924285,0.513776136,0.29519043,0.258065167,0.798828125,1.154296875,0.34765625,0.197265625,0.306640625,0.205078125,0.16015625,-0.08984375
401A_20211005,401A,20211005,10/5/2021,Oat,Under,0.515912497,0.547750752,0.643345459,0.343209621,0.31342847,0.857421875,1.238671875,0.38671875,0.2734375,0.306640625,0.205078125,0.16015625,-0.08984375
401B_20211005,401B,20211005,10/5/2021,Oat,Fallow,0.327655771,-0.01693383,-0.274823718,-0.024503736,-0.142963888,-0.326171875,-0.933984375,-0.35546875,-0.298828125,0.306640625,0.205078125,0.16015625,-0.08984375
401C_20211005,401C,20211005,10/5/2021,Oat,Post,0.381497351,0.14455595,-0.008508487,0.088299139,-0.009580652,0.318359375,0.226171875,0.16796875,-0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375
402A_20211005,402A,20211005,10/5/2021,Oat,Under,0.51763932,0.552933634,0.671627453,0.345794456,0.355522508,0.916015625,1.344140625,0.44921875,0.130859375,0.306640625,0.205078125,0.16015625,-0.08984375
402B_20211005,402B,20211005,10/5/2021,Oat,Fallow,0.334873448,0.004708352,-0.228661623,-0.008269141,-0.108681432,-0.314453125,-0.891796875,-0.33984375,-0.328125,0.306640625,0.205078125,0.16015625,-0.08984375
402C_20211005,402C,20211005,10/5/2021,Oat,Post,0.375736595,0.127324317,-0.029948553,0.077013251,-0.011053988,0.330078125,0.205078125,0.15234375,-0.21875,0.306640625,0.205078125,0.16015625,-0.08984375
403A_20211005,403A,20211005,10/5/2021,Oat,Under,0.484819294,0.454487419,0.480708818,0.287893539,0.228295201,0.681640625,0.985546875,0.33203125,0.240234375,0.306640625,0.205078125,0.16015625,-0.08984375
403B_20211005,403B,20211005,10/5/2021,Oat,Fallow,0.328764364,-0.013594789,-0.248298768,-0.021744523,-0.123208267,-0.326171875,-0.912890625,-0.35546875,-0.396484375,0.306640625,0.205078125,0.16015625,-0.08984375
403C_20211005,403C,20211005,10/5/2021,Oat,Post,0.370331737,0.111052476,-0.048948502,0.065865735,-0.021988435,0.294921875,0.205078125,0.15234375,-0.244140625,0.306640625,0.205078125,0.16015625,-0.08984375
404A_20211005,404A,20211005,10/5/2021,Soy,Under,0.446053575,0.33823306,0.320355698,0.213308464,0.177028409,0.587890625,0.711328125,0.29296875,0.171875,0.306640625,0.205078125,0.16015625,-0.08984375
404B_20211005,404B,20211005,10/5/2021,Soy,Fallow,0.324342448,-0.026917801,-0.264016969,-0.03065198,-0.138500479,-0.337890625,-0.912890625,-0.36328125,-0.48828125,0.306640625,0.205078125,0.16015625,-0.08984375
404C_20211005,404C,20211005,10/5/2021,Soy,Post,0.36474862,0.094323017,-0.077549595,0.052058178,-0.038937572,0.306640625,0.226171875,0.16015625,-0.2578125,0.306640625,0.205078125,0.16015625,-0.08984375
405A_20211005,405A,20211005,10/5/2021,Oat,Under,0.481013812,0.443069766,0.460122163,0.280114721,0.211003964,0.716796875,1.027734375,0.33984375,0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
405B_20211005,405B,20211005,10/5/2021,Oat,Fallow,0.355793645,0.067451462,-0.124870701,0.034373653,-0.066390171,0.400390625,-0.807421875,-0.31640625,-0.427734375,0.306640625,0.205078125,0.16015625,-0.08984375
405C_20211005,405C,20211005,10/5/2021,Oat,Post,0.393545451,0.180749678,0.052585849,0.110763947,0.03253099,0.552734375,0.795703125,0.21484375,-0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375
406A_20211005,406A,20211005,10/5/2021,Oat,Under,0.524505705,0.573544242,0.661910636,0.357760137,0.289862303,0.798828125,1.154296875,0.37890625,0.294921875,0.306640625,0.205078125,0.16015625,-0.08984375
406B_20211005,406B,20211005,10/5/2021,Oat,Fallow,0.330241111,-0.009155506,-0.246230464,-0.01832021,-0.120598824,-0.326171875,-0.912890625,-0.35546875,-0.34375,0.306640625,0.205078125,0.16015625,-0.08984375
406C_20211005,406C,20211005,10/5/2021,Oat,Post,0.377348596,0.132101848,-0.025845892,0.080324534,-0.013572995,0.294921875,0.205078125,0.16015625,-0.06640625,0.306640625,0.205078125,0.16015625,-0.08984375
407A_20211005,407A,20211005,10/5/2021,Oat,Under,0.436898891,0.310735253,0.243974346,0.198498572,0.112039572,0.435546875,0.416015625,0.24609375,0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375
407B_20211005,407B,20211005,10/5/2021,Oat,Fallow,0.340355411,0.021148212,-0.215334696,0.002222775,-0.10975892,-0.291015625,-0.891796875,-0.33984375,-0.3203125,0.306640625,0.205078125,0.16015625,-0.08984375
407C_20211005,407C,20211005,10/5/2021,Oat,Post,0.377907649,0.13379227,-0.033481466,0.079039287,-0.023331338,0.318359375,0.205078125,0.16015625,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375
408A_20211005,408A,20211005,10/5/2021,Oat,Under,0.504437625,0.513345426,0.59225239,0.321314873,0.292740676,0.880859375,1.259765625,0.41796875,0.20703125,0.306640625,0.205078125,0.16015625,-0.08984375
408B_20211005,408B,20211005,10/5/2021,Oat,Fallow,0.35137279,0.054238929,-0.144484747,0.024573882,-0.067027193,0.564453125,-0.828515625,-0.31640625,-0.31640625,0.306640625,0.205078125,0.16015625,-0.08984375
408C_20211005,408C,20211005,10/5/2021,Oat,Post,0.406855718,0.220637077,0.106366933,0.138242032,0.051403253,0.435546875,0.437109375,0.21484375,-0.2890625,0.306640625,0.205078125,0.16015625,-0.08984375
409A_20211005,409A,20211005,10/5/2021,Oat,Under,0.495094089,0.485311805,0.536852868,0.305766268,0.262515456,0.787109375,1.154296875,0.35546875,0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
409B_20211005,409B,20211005,10/5/2021,Oat,Fallow,0.33205902,-0.003772306,-0.246323708,-0.012953759,-0.131129374,-0.326171875,-0.933984375,-0.35546875,-0.50390625,0.306640625,0.205078125,0.16015625,-0.08984375
409C_20211005,409C,20211005,10/5/2021,Oat,Post,0.39239523,0.177266464,0.046040599,0.109404546,0.02129793,0.376953125,0.310546875,0.18359375,-0.015625,0.306640625,0.205078125,0.16015625,-0.08984375
410A_20211005,410A,20211005,10/5/2021,Oat,Under,0.494425391,0.483305711,0.537609123,0.303158289,0.264379431,0.728515625,1.048828125,0.33984375,0.212890625,0.306640625,0.205078125,0.16015625,-0.08984375
410B_20211005,410B,20211005,10/5/2021,Oat,Fallow,0.323446965,-0.029531915,-0.282419273,-0.033565263,-0.142168557,-0.337890625,-0.933984375,-0.36328125,-0.400390625,0.306640625,0.205078125,0.16015625,-0.08984375
410C_20211005,410C,20211005,10/5/2021,Oat,Post,0.368916609,0.106857125,-0.061812682,0.061695315,-0.023432382,0.306640625,0.205078125,0.15234375,-0.080078125,0.306640625,0.205078125,0.16015625,-0.08984375
101A_20211015,101A,20211015,10/15/2021,Oat,Fallow,0.339491624,0.018523096,-0.133493474,0.009725058,-0.028783381,0.623046875,-0.723046875,-0.32421875,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375
101B_20211015,101B,20211015,10/15/2021,Oat,Post,0.371733569,0.115245314,0.019311368,0.077116212,0.074436207,0.154296875,0.078515625,0.09765625,-0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375
101C_20211015,101C,20211015,10/15/2021,Oat,Under,0.390009498,0.170044166,0.11279597,0.115536804,0.148276331,0.681640625,0.964453125,0.13671875,0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375
102A_20211015,102A,20211015,10/15/2021,Oat,Fallow,0.334748867,0.004296634,-0.226891081,-0.006264338,-0.119462646,-0.314453125,-0.891796875,-0.34765625,-0.47265625,0.306640625,0.205078125,0.16015625,-0.08984375
102B_20211015,102B,20211015,10/15/2021,Oat,Post,0.38694572,0.160899249,0.018084332,0.10074847,0.006823448,0.306640625,0.205078125,0.16015625,-0.08984375,0.306640625,0.205078125,0.16015625,-0.08984375
102C_20211015,102C,20211015,10/15/2021,Oat,Under,0.468583273,0.405788397,0.410791786,0.259619001,0.205322541,0.669921875,1.027734375,0.30078125,0.197265625,0.306640625,0.205078125,0.16015625,-0.08984375
103A_20211015,103A,20211015,10/15/2021,Oat,Fallow,0.356462863,0.069439827,-0.130118862,0.04095192,-0.065360991,0.353515625,-0.828515625,-0.30859375,-0.291015625,0.306640625,0.205078125,0.16015625,-0.08984375
103B_20211015,103B,20211015,10/15/2021,Oat,Post,0.401890468,0.205708777,0.093570421,0.132566625,0.049770701,0.341796875,0.247265625,0.18359375,-0.0546875,0.306640625,0.205078125,0.16015625,-0.08984375
103C_20211015,103C,20211015,10/15/2021,Oat,Under,0.39782881,0.19352501,0.136991425,0.130041027,0.145581046,0.728515625,1.027734375,0.12109375,0.005859375,0.306640625,0.205078125,0.16015625,-0.08984375
104A_20211015,104A,20211015,10/15/2021,Oat,Fallow,0.347178996,0.041561101,-0.185072765,0.020075475,-0.104611957,0.189453125,-0.828515625,-0.31640625,-0.212890625,0.306640625,0.205078125,0.16015625,-0.08984375
104B_20211015,104B,20211015,10/15/2021,Oat,Post,0.402635057,0.207950982,0.080202123,0.132944445,0.031302162,0.353515625,0.247265625,0.18359375,-0.060546875,0.306640625,0.205078125,0.16015625,-0.08984375
104C_20211015,104C,20211015,10/15/2021,Oat,Under,0.411569676,0.23476569,0.19248574,0.156975935,0.170867359,0.810546875,1.154296875,0.14453125,0.015625,0.306640625,0.205078125,0.16015625,-0.08984375
105A_20211015,105A,20211015,10/15/2021,Oat,Fallow,0.353333784,0.060044754,-0.136605752,0.034014784,-0.066327644,0.294921875,-0.828515625,-0.31640625,-0.29296875,0.306640625,0.205078125,0.16015625,-0.08984375
105B_20211015,105B,20211015,10/15/2021,Oat,Post,0.383906115,0.151765965,-0.001547372,0.096786103,-0.001065819,0.294921875,0.162890625,0.16015625,-0.1640625,0.306640625,0.205078125,0.16015625,-0.08984375
